algorithm,problem_id,run_id,evaluations,fitness
MultiObjective,2200,22,10000,-1222.0
MultiObjective,2200,22,20000,-804.0
MultiObjective,2200,22,30000,-501.0
MultiObjective,2200,22,50000,-129.0
MultiObjective,2200,22,70000,-9.0
MultiObjective,2200,22,100000,655.0600000000001
MultiObjective,2200,23,100,-1915.0
MultiObjective,2200,23,200,-1904.0
MultiObjective,2200,23,500,-1870.0
MultiObjective,2200,23,1000,-1849.0
MultiObjective,2200,23,2000,-1729.0
MultiObjective,2200,23,3000,-1642.0
MultiObjective,2200,23,5000,-1536.0
MultiObjective,2200,23,7000,-1432.0
MultiObjective,2200,23,10000,-1285.0
MultiObjective,2200,23,20000,-856.0
MultiObjective,2200,23,30000,-556.0
MultiObjective,2200,23,50000,-158.0
MultiObjective,2200,23,70000,-24.0
MultiObjective,2200,23,100000,800.4999999999999
MultiObjective,2200,24,100,-1898.0
MultiObjective,2200,24,200,-1878.0
MultiObjective,2200,24,500,-1808.0
MultiObjective,2200,24,1000,-1763.0
MultiObjective,2200,24,2000,-1634.0
MultiObjective,2200,24,3000,-1554.0
MultiObjective,2200,24,5000,-1451.0
MultiObjective,2200,24,7000,-1363.0
MultiObjective,2200,24,10000,-1195.0
MultiObjective,2200,24,20000,-804.0
MultiObjective,2200,24,30000,-490.0
MultiObjective,2200,24,50000,-134.0
MultiObjective,2200,24,70000,-18.0
MultiObjective,2200,24,100000,690.7199999999999
MultiObjective,2200,25,100,-1904.0
MultiObjective,2200,25,200,-1874.0
MultiObjective,2200,25,500,-1813.0
MultiObjective,2200,25,1000,-1791.0
MultiObjective,2200,25,2000,-1664.0
MultiObjective,2200,25,3000,-1609.0
MultiObjective,2200,25,5000,-1506.0
MultiObjective,2200,25,7000,-1404.0
MultiObjective,2200,25,10000,-1249.0
MultiObjective,2200,25,20000,-818.0
MultiObjective,2200,25,30000,-507.0
MultiObjective,2200,25,50000,-136.0
MultiObjective,2200,25,70000,-9.0
MultiObjective,2200,25,100000,804.2300000000001
MultiObjective,2200,26,100,-1891.0
MultiObjective,2200,26,200,-1867.0
MultiObjective,2200,26,500,-1792.0
MultiObjective,2200,26,1000,-1758.0
MultiObjective,2200,26,2000,-1609.0
MultiObjective,2200,26,3000,-1532.0
MultiObjective,2200,26,5000,-1430.0
MultiObjective,2200,26,7000,-1324.0
MultiObjective,2200,26,10000,-1174.0
MultiObjective,2200,26,20000,-786.0
MultiObjective,2200,26,30000,-493.0
MultiObjective,2200,26,50000,-116.0
MultiObjective,2200,26,70000,-7.0
MultiObjective,2200,26,100000,844.2000000000002
MultiObjective,2200,27,100,-1900.0
MultiObjective,2200,27,200,-1859.0
MultiObjective,2200,27,500,-1825.0
MultiObjective,2200,27,1000,-1778.0
MultiObjective,2200,27,2000,-1649.0
MultiObjective,2200,27,3000,-1591.0
MultiObjective,2200,27,5000,-1468.0
MultiObjective,2200,27,7000,-1364.0
MultiObjective,2200,27,10000,-1222.0
MultiObjective,2200,27,20000,-825.0
MultiObjective,2200,27,30000,-510.0
MultiObjective,2200,27,50000,-152.0
MultiObjective,2200,27,70000,-15.0
MultiObjective,2200,27,100000,721.53
MultiObjective,2200,28,100,-1932.0
MultiObjective,2200,28,200,-1858.0
MultiObjective,2200,28,500,-1816.0
MultiObjective,2200,28,1000,-1771.0
MultiObjective,2200,28,2000,-1698.0
MultiObjective,2200,28,3000,-1635.0
MultiObjective,2200,28,5000,-1520.0
MultiObjective,2200,28,7000,-1419.0
