algorithm,problem_id,run_id,evaluations,fitness
GA,2200,11,70000,215.32999999999998
GA,2200,11,100000,242.1
GA,2200,12,100,-1906.0
GA,2200,12,200,-1860.0
GA,2200,12,500,-1748.0
GA,2200,12,1000,-1671.0
GA,2200,12,2000,-1600.0
GA,2200,12,3000,-1532.0
GA,2200,12,5000,-1412.0
GA,2200,12,7000,-1292.0
GA,2200,12,10000,-1133.0
GA,2200,12,20000,-678.0
GA,2200,12,30000,-370.0
GA,2200,12,50000,-55.0
GA,2200,12,70000,134.07000000000002
GA,2200,12,100000,182.21999999999997
GA,2200,13,100,-1881.0
GA,2200,13,200,-1816.0
GA,2200,13,500,-1725.0
GA,2200,13,1000,-1658.0
GA,2200,13,2000,-1595.0
GA,2200,13,3000,-1531.0
GA,2200,13,5000,-1415.0
GA,2200,13,7000,-1294.0
GA,2200,13,10000,-1142.0
GA,2200,13,20000,-691.0
GA,2200,13,30000,-382.0
GA,2200,13,50000,-60.0
GA,2200,13,70000,142.7
GA,2200,13,100000,402.40000000000015
GA,2200,14,100,-1918.0
GA,2200,14,200,-1834.0
GA,2200,14,500,-1742.0
GA,2200,14,1000,-1652.0
GA,2200,14,2000,-1574.0
GA,2200,14,3000,-1511.0
GA,2200,14,5000,-1396.0
GA,2200,14,7000,-1280.0
GA,2200,14,10000,-1122.0
GA,2200,14,20000,-688.0
GA,2200,14,30000,-382.0
GA,2200,14,50000,-55.0
GA,2200,14,70000,103.88999999999997
GA,2200,14,100000,288.1000000000001
GA,2200,15,100,-1900.0
GA,2200,15,200,-1844.0
GA,2200,15,500,-1757.0
GA,2200,15,1000,-1656.0
GA,2200,15,2000,-1588.0
GA,2200,15,3000,-1532.0
GA,2200,15,5000,-1412.0
GA,2200,15,7000,-1299.0
GA,2200,15,10000,-1122.0
GA,2200,15,20000,-668.0
GA,2200,15,30000,-349.0
GA,2200,15,50000,-36.0
GA,2200,15,70000,158.76000000000002
GA,2200,15,100000,309.6000000000001
GA,2200,16,100,-1905.0
GA,2200,16,200,-1838.0
GA,2200,16,500,-1741.0
GA,2200,16,1000,-1670.0
GA,2200,16,2000,-1598.0
GA,2200,16,3000,-1539.0
GA,2200,16,5000,-1418.0
GA,2200,16,7000,-1300.0
GA,2200,16,10000,-1125.0
GA,2200,16,20000,-680.0
GA,2200,16,30000,-381.0
GA,2200,16,50000,-55.0
GA,2200,16,70000,89.49000000000001
GA,2200,16,100000,150.85999999999996
GA,2200,17,100,-1912.0
GA,2200,17,200,-1875.0
GA,2200,17,500,-1762.0
GA,2200,17,1000,-1687.0
GA,2200,17,2000,-1614.0
GA,2200,17,3000,-1556.0
GA,2200,17,5000,-1432.0
GA,2200,17,7000,-1312.0
GA,2200,17,10000,-1149.0
GA,2200,17,20000,-684.0
GA,2200,17,30000,-358.0
GA,2200,17,50000,-51.0
GA,2200,17,70000,142.87999999999994
GA,2200,17,100000,195.88
GA,2200,18,100,-1927.0
GA,2200,18,200,-1873.0
GA,2200,18,500,-1774.0
GA,2200,18,1000,-1697.0
GA,2200,18,2000,-1622.0
GA,2200,18,3000,-1556.0
GA,2200,18,5000,-1423.0
GA,2200,18,7000,-1317.0
GA,2200,18,10000,-1150.0
GA,2200,18,20000,-687.0
GA,2200,18,30000,-359.0
GA,2200,18,50000,-57.0
GA,2200,18,70000,106.14999999999995
GA,2200,18,100000,155.06
GA,2200,19,100,-1904.0
GA,2200,19,200,-1872.0
GA,2200,19,500,-1773.0
GA,2200,19,1000,-1682.0
GA,2200,19,2000,-1610.0
GA,2200,19,3000,-1552.0
GA,2200,19,5000,-1435.0
GA,2200,19,7000,-1320.0
GA,2200,19,10000,-1163.0
GA,2200,19,20000,-712.0
GA,2200,19,30000,-374.0
GA,2200,19,50000,-49.0
GA,2200,19,70000,145.37000000000003
GA,2200,19,100000,180.26000000000005
GA,2200,20,100,-1901.0
GA,2200,20,200,-1842.0
GA,2200,20,500,-1713.0
GA,2200,20,1000,-1617.0
GA,2200,20,2000,-1540.0
GA,2200,20,3000,-1474.0
GA,2200,20,5000,-1362.0
GA,2200,20,7000,-1249.0
GA,2200,20,10000,-1091.0
GA,2200,20,20000,-657.0
GA,2200,20,30000,-350.0
GA,2200,20,50000,-43.0
GA,2200,20,70000,144.29999999999998
GA,2200,20,100000,224.32000000000014
GA,2200,21,100,-1880.0
GA,2200,21,200,-1836.0
GA,2200,21,500,-1773.0
GA,2200,21,1000,-1719.0
GA,2200,21,2000,-1646.0
GA,2200,21,3000,-1587.0
GA,2200,21,5000,-1469.0
GA,2200,21,7000,-1352.0
GA,2200,21,10000,-1183.0
GA,2200,21,20000,-722.0
GA,2200,21,30000,-380.0
GA,2200,21,50000,-52.0
GA,2200,21,70000,120.61
